"x"
"content1" "x"
"content4778" " love think s fantabulous diversified music opposed sound everything"
"content4779" " reminds bit talking heads"
"content4780" " lol living dreams guys bitch complain sell outs haha go away hipster somewhere els"
"content4781" " huell likes "
"content4782" " imagine people said beatles shift pop groundbreaking music hahaha change life"
"content4783" " song preffered virtual relationships peoples song says thousand words"
"content4784" " amazing song hard weird video though succeeds well"
"content4785" " lawl ill refree shit"
"content4786" " fk u fgt fyt u"
"content4787" " saidthumbs "
"content4788" " song beautiful"
"content4789" " thought nerd cool now geez"
"content4790" " learn troll hipsters interwebs decorum suppose"
"content4791" " lol geez re coming hostile arrogant hipsters re making fun didnt production didnt call sellouts saying something overproduced doesnt mean s dislike s produced mixed professionals"
"content4792" " satire"
"content4793" " october yet"
"content4794" " kinda reminds loved bob marley"
"content4795" " bowie didnt much joked running away since liked muchlol"
"content4796" " sexy"
"content4797" " havent internet long "
"content4798" " shit ton people t read sarcasm"
"content4799" " good bowie songhope alone video fantasticfive stars"
"content4800" " hope re willingly sarcasticcause band woked ass far concern fully deserve considered major force todays music business"
"content4801" " love "
"content4802" " whooooooosh"
"content4803" " whoosh"
"content4804" " hipster re broading horizons doesnt mean suck"
"content4805" " sound change catch guard love opinion change right direction plus song already people crying sellouts song mins guns blazing arcade fire funk"
"content4806" " "
"content4807" " fuck nut"
"content4808" " "
"content4809" " je ne sais pas si tu vu le clip il y une autre vidéo très éclatée darcade fire avec trois nouvelles chansons de reflektor « comes night » filmé par roman coppola excellentntu men reparlera"
"content4810" " sounds talking heads"
"content4811" " first songs s point great song intricate original rhythm produce incredible results s s dance pieces s james murphy life ones sellouts may stay life us actually dont d grow change explore s thank god af feels "
"content4812" " throwing toys dolls back truck weirdest shit ever guys acid"
"content4813" " nope"
"content4814" " agreed shouldnt left signature sound behind"
"content4815" " dang another good indie band going retro sound s s yay"
"content4816" " oui je suis française merci beaucoup et tu eu de la chance de rencontrer bowie oh je nétais même pas née à lépoque cest pour ça jespère quil fera une tournée pour tnd"
"content4817" " well username d disappointed liked "
"content4818" " seriously criticizers go away great"
"content4819" " great use instruments voice french knocks world"
"content4820" " saw perform colbert report pretty sick riff isnt studio version song y u "
"content4821" " dont leave deep house detroit techno often track ridiculous nice"
"content4822" " dont know personally love music s pretentious music anyway"
"content4823" " suburbs excellent good"
"content4824" " yawn overwhelming example means overrated"
"content4825" " im obsessed song ridiculously entertaining"
"content4826" " multiplication means dawg hard"
"content4827" " took count words loser"
"content4828" " goosebumps"
"content4829" " okay re pretentious"
"content4830" " ils savent inventer du plaisir et cest parfait comme çanils parlent pas de nimporté quoi"
"content4831" " words spiltnme nyou nnthat easy"
"content4832" " feel bad replay button getting used shit"
"content4833" " bowie said yelling s happening outside outside album"
"content4834" " m right u epic moment song"
"content4835" " hear feeling m hearing beginning album s hard wait"
"content4836" " yeah dude re right re sellouts ve totally forsaken hipster cool afford tracks produced mixed professionals hate good vocals instruments sound million views isnt obscure either totally lame"
"content4837" " reminds saints row third"
"content4838" " overproduced"
"content4839" " s mideoker "
"content4840" " lime "
"content4841" " song goes far long"
"content4842" " de ce point de vue tu absolument raison excellente réponse en passant ni thought speak french since re «accents» keyboard clémence très bon anglais aussi"
"content4843" " oh know song brilliant s thanks arcade fire massive fan bowie atmosphere added two sentences voice incredible adds highlights relief part song"
"content4844" " listen afterlife soundcloud"
"content4845" " listen second album track now free amazing afterlife studio version perfect wait album"
"content4846" " magnificent loved second song video funny interesting great stuffnwhere heads "
"content4847" " people stick bowies name song dont wrong huge bowie fan met thetin white duke nothing song except vocal part near end arcade fire wrote tune"
"content4848" " thing bowie"
"content4849" " yes"
"content4850" " genial "
"content4851" " omg amazing"
"content4852" " hear voice david bowie singing chorus thought praying resurrectornturns reflektor ’s reflektor"
"content4853" " colonel mustard wheat fields killed reflection shots think"
"content4854" " best part ever listen arcade firenmerciiiiiii "
"content4855" " days"
"content4856" " t recognize david bowies vocals nthought bring ressurector nturns reflektor"
"content4857" " love morning girl song forever"
"content4858" " t agree "
"content4859" " well listen better min quite evident"
